Sample in Buffer,Sample in Window,TRIGGER,data_out_valid,data_out_Q[15:0],data_out_I[15:0],out_valid,div[15:0],yq[17:0],yi[17:0],fir_data_Q[15:0],fir_data_I[15:0],adc_valid,adc_data_q1[11:0],adc_data_i1[11:0],w[15:0],e[15:0],u[15:0],fifo3_data_Q[15:0],fifo3_data_I[8:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,SIGNED,SIGNED,HEX,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,HEX,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,HEX
5988,5988,0,0,5170,-1353,0,1961,-25215,24025,-813,-21403,0,-845,1354,16492,10462,1316,8491,07e
5989,5989,0,0,5170,-1353,1,1961,-25215,24025,-4895,-20320,1,-1086,1492,16492,10462,884,18473,04a
5990,5990,0,0,5170,-1353,1,1961,-25215,24025,-4895,-20320,0,-1086,1492,16492,10462,884,18473,04a
5991,5991,0,0,5170,-1353,1,1961,-25215,24025,-8877,-18733,1,-1267,1448,16492,10462,884,18473,04a
5992,5992,0,0,5170,-1353,1,1961,-25215,24025,-8877,-18733,0,-1267,1448,16492,10462,884,18473,04a
5993,5993,0,1,5170,-1353,0,1961,14449,-11383,-12697,-16941,1,-1397,1239,16424,0,884,23620,01e
5994,5994,0,0,5170,-1353,0,1961,14449,-11383,-12697,-16941,0,-1397,1239,16424,0,884,23620,01e
5995,5995,0,0,3900,7243,0,1961,14449,-11383,-16263,-15221,1,-1463,875,16424,0,884,23620,01e
5996,5996,0,0,3900,7243,0,1961,14449,-11383,-16263,-15221,0,-1463,875,16424,0,884,23620,01e
5997,5997,0,0,3900,7243,0,1961,14449,-11383,-19449,-13792,1,-1448,385,16424,0,452,23292,078
5998,5998,0,0,3900,7243,0,1961,14449,-11383,-19449,-13792,0,-1448,385,16424,0,452,23292,078
5999,5999,0,0,3900,7243,0,1961,14449,-11383,-22093,-12794,1,-1355,-162,16424,0,452,23292,078
6000,6000,0,0,3900,7243,0,1961,14449,-11383,-22093,-12794,0,-1355,-162,16424,0,452,23292,078
6001,6001,0,0,3900,7243,0,1961,14449,-11383,-24018,-12279,1,-1214,-671,16424,-2068,452,18620,033
6002,6002,0,0,3900,7243,0,1961,14449,-11383,-24018,-12279,0,-1214,-671,16424,-2068,452,18620,033
6003,6003,0,0,3900,7243,0,1961,14449,-11383,-25043,-12219,1,-1076,-1060,16424,-2068,452,18620,033
6004,6004,0,0,3900,7243,0,1961,14449,-11383,-25043,-12219,0,-1076,-1060,16424,-2068,452,18620,033
6005,6005,0,0,3900,7243,1,1961,14449,-11383,-25019,-12519,1,-988,-1275,16424,-2068,292,11445,125
6006,6006,0,0,3900,7243,1,1961,14449,-11383,-25019,-12519,0,-988,-1275,16424,-2068,292,11445,125
6007,6007,0,0,3900,7243,1,1961,14449,-11383,-23849,-13050,1,-976,-1299,16424,-2068,292,11445,125
6008,6008,0,0,3900,7243,1,1961,14449,-11383,-23849,-13050,0,-976,-1299,16424,-2068,292,11445,125
6009,6009,0,1,3900,7243,0,1961,-5568,-23220,-21516,-13671,1,-1045,-1140,16375,0,292,3314,139
6010,6010,0,0,3900,7243,0,1961,-5568,-23220,-21516,-13671,0,-1045,-1140,16375,0,292,3314,139
6011,6011,0,0,6335,-2313,0,1961,-5568,-23220,-18098,-14263,1,-1176,-826,16375,0,292,3314,139
6012,6012,0,0,6335,-2313,0,1961,-5568,-23220,-18098,-14263,0,-1176,-826,16375,0,292,3314,139
6013,6013,0,0,6335,-2313,0,1961,-5568,-23220,-13773,-14745,1,-1333,-404,16375,0,132,-4895,0a0
6014,6014,0,0,6335,-2313,0,1961,-5568,-23220,-13773,-14745,0,-1333,-404,16375,0,132,-4895,0a0
6015,6015,0,0,6335,-2313,0,1961,-5568,-23220,-8815,-15089,1,-1469,64,16375,0,132,-4895,0a0
6016,6016,0,0,6335,-2313,0,1961,-5568,-23220,-8815,-15089,0,-1469,64,16375,0,132,-4895,0a0
6017,6017,0,0,6335,-2313,0,1961,-5568,-23220,-3571,-15314,1,-1537,512,16375,32494,132,-12697,1d3
6018,6018,0,0,6335,-2313,0,1961,-5568,-23220,-3571,-15314,0,-1537,512,16375,32494,132,-12697,1d3
6019,6019,0,0,6335,-2313,0,1961,-5568,-23220,1566,-15481,1,-1506,893,16375,32494,132,-12697,1d3
6020,6020,0,0,6335,-2313,0,1961,-5568,-23220,1566,-15481,0,-1506,893,16375,32494,132,-12697,1d3
6021,6021,0,0,6335,-2313,1,1961,-5568,-23220,6194,-15667,1,-1366,1192,16375,32494,168,-19449,020
6022,6022,0,0,6335,-2313,1,1961,-5568,-23220,6194,-15667,0,-1366,1192,16375,32494,168,-19449,020
6023,6023,0,0,6335,-2313,1,1961,-5568,-23220,9942,-15946,1,-1116,1414,16375,32494,168,-19449,020
6024,6024,0,0,6335,-2313,1,1961,-5568,-23220,9942,-15946,0,-1116,1414,16375,32494,168,-19449,020
6025,6025,0,1,6335,-2313,0,1961,-3211,8976,12504,-16369,1,-763,1563,16254,0,168,-24018,009
6026,6026,0,0,6335,-2313,0,1961,-3211,8976,12504,-16369,0,-763,1563,16254,0,168,-24018,009
6027,6027,0,0,-1549,-1015,0,1961,-3211,8976,13671,-16942,1,-323,1630,16254,0,168,-24018,009
6028,6028,0,0,-1549,-1015,0,1961,-3211,8976,13671,-16942,0,-323,1630,16254,0,168,-24018,009
6029,6029,0,0,-1549,-1015,0,1961,-3211,8976,13351,-17624,1,167,1608,16254,0,204,-25019,119
6030,6030,0,0,-1549,-1015,0,1961,-3211,8976,13351,-17624,0,167,1608,16254,0,204,-25019,119
6031,6031,0,0,-1549,-1015,0,1961,-3211,8976,11570,-18324,1,644,1508,16254,0,204,-25019,119
6032,6032,0,0,-1549,-1015,0,1961,-3211,8976,11570,-18324,0,644,1508,16254,0,204,-25019,119
6033,6033,0,0,-1549,-1015,0,1961,-3211,8976,8473,-18914,1,1036,1360,16254,-3128,204,-21516,099
6034,6034,0,0,-1549,-1015,0,1961,-3211,8976,8473,-18914,0,1036,1360,16254,-3128,204,-21516,099
6035,6035,0,0,-1549,-1015,0,1961,-3211,8976,4305,-19242,1,1290,1193,16254,-3128,204,-21516,099
6036,6036,0,0,-1549,-1015,0,1961,-3211,8976,4305,-19242,0,1290,1193,16254,-3128,204,-21516,099
6037,6037,0,0,-1549,-1015,1,1961,-3211,8976,-615,-19155,1,1382,1022,16254,-3128,724,-13773,067
6038,6038,0,0,-1549,-1015,1,1961,-3211,8976,-615,-19155,0,1382,1022,16254,-3128,724,-13773,067
6039,6039,0,0,-1549,-1015,1,1961,-3211,8976,-5923,-18520,1,1301,844,16254,-3128,724,-13773,067
6040,6040,0,0,-1549,-1015,1,1961,-3211,8976,-5923,-18520,0,1301,844,16254,-3128,724,-13773,067
6041,6041,0,1,-1549,-1015,0,1961,23279,-2540,-11241,-17239,1,1031,636,16371,0,724,-3571,02e
6042,6042,0,0,-1549,-1015,0,1961,23279,-2540,-11241,-17239,0,1031,636,16371,0,724,-3571,02e
6043,6043,0,0,-775,7580,0,1961,23279,-2540,-16203,-15266,1,574,374,16371,0,724,-3571,02e
6044,6044,0,0,-775,7580,0,1961,23279,-2540,-16203,-15266,0,574,374,16371,0,724,-3571,02e
6045,6045,0,0,-775,7580,0,1961,23279,-2540,-20482,-12604,1,-12,60,16371,0,1244,6194,0cd
6046,6046,0,0,-775,7580,0,1961,23279,-2540,-20482,-12604,0,-12,60,16371,0,1244,6194,0cd
6047,6047,0,0,-775,7580,0,1961,23279,-2540,-23802,-9312,1,-613,-270,16371,0,1244,6194,0cd
6048,6048,0,0,-775,7580,0,1961,23279,-2540,-23802,-9312,0,-613,-270,16371,0,1244,6194,0cd
6049,6049,0,0,-775,7580,0,1961,23279,-2540,-25954,-5494,1,-1101,-569,16371,-4486,1244,12504,00f
6050,6050,0,0,-775,7580,0,1961,23279,-2540,-25954,-5494,0,-1101,-569,16371,-4486,1244,12504,00f
6051,6051,0,0,-775,7580,0,1961,23279,-2540,-26802,-1291,1,-1400,-810,16371,-4486,1244,12504,00f
6052,6052,0,0,-775,7580,0,1961,23279,-2540,-26802,-1291,0,-1400,-810,16371,-4486,1244,12504,00f
6053,6053,0,0,-775,7580,1,1961,23279,-2540,-26284,3129,1,-1503,-998,16371,-4486,1296,13351,128
6054,6054,0,0,-775,7580,1,1961,23279,-2540,-26284,3129,0,-1503,-998,16371,-4486,1296,13351,128
6055,6055,0,0,-775,7580,1,1961,23279,-2540,-24418,7584,1,-1432,-1148,16371,-4486,1296,13351,128
6056,6056,0,0,-775,7580,1,1961,23279,-2540,-24418,7584,0,-1432,-1148,16371,-4486,1296,13351,128
6057,6057,0,1,-775,7580,0,1961,-4939,-20308,-21300,11878,1,-1202,-1263,16366,0,1296,8473,01e
6058,6058,0,0,-775,7580,0,1961,-4939,-20308,-21300,11878,0,-1202,-1263,16366,0,1296,8473,01e
6059,6059,0,0,7531,-3141,0,1961,-4939,-20308,-17108,15817,1,-823,-1333,16366,0,1296,8473,01e
6060,6060,0,0,7531,-3141,0,1961,-4939,-20308,-17108,15817,0,-823,-1333,16366,0,1296,8473,01e
6061,6061,0,0,7531,-3141,0,1961,-4939,-20308,-12093,19207,1,-334,-1346,16366,0,1348,-615,12d
6062,6062,0,0,7531,-3141,0,1961,-4939,-20308,-12093,19207,0,-334,-1346,16366,0,1348,-615,12d
6063,6063,0,0,7531,-3141,0,1961,-4939,-20308,-6578,21865,1,188,-1301,16366,0,1348,-615,12d
6064,6064,0,0,7531,-3141,0,1961,-4939,-20308,-6578,21865,0,188,-1301,16366,0,1348,-615,12d
6065,6065,0,0,7531,-3141,0,1961,-4939,-20308,-936,23624,1,654,-1216,16366,0,1348,-11241,0a9
6066,6066,0,0,7531,-3141,0,1961,-4939,-20308,-936,23624,0,654,-1216,16366,0,1348,-11241,0a9
6067,6067,0,0,7531,-3141,0,1961,-4939,-20308,4423,24348,1,995,-1125,16366,0,1348,-11241,0a9
6068,6068,0,0,7531,-3141,0,1961,-4939,-20308,4423,24348,0,995,-1125,16366,0,1348,-11241,0a9
6069,6069,0,0,7531,-3141,1,1961,-4939,-20308,9090,23945,1,1180,-1057,16366,0,1420,-20482,0c4
6070,6070,0,0,7531,-3141,1,1961,-4939,-20308,9090,23945,0,1180,-1057,16366,0,1420,-20482,0c4
6071,6071,0,0,7531,-3141,1,1961,-4939,-20308,12684,22383,1,1202,-1023,16366,0,1420,-20482,0c4
6072,6072,0,0,7531,-3141,1,1961,-4939,-20308,12684,22383,0,1202,-1023,16366,0,1420,-20482,0c4
6073,6073,0,1,7531,-3141,0,1961,-25037,-12537,14893,19706,1,1070,-1018,16384,0,1420,-25954,08a
6074,6074,0,0,7531,-3141,0,1961,-25037,-12537,14893,19706,0,1070,-1018,16384,0,1420,-25954,08a
6075,6075,0,0,-2159,663,0,1961,-25037,-12537,15515,16041,1,801,-1026,16384,0,1420,-25954,08a
6076,6076,0,0,-2159,663,0,1961,-25037,-12537,15515,16041,0,801,-1026,16384,0,1420,-25954,08a
6077,6077,0,0,-2159,663,0,1961,-25037,-12537,14483,11599,1,426,-1030,16384,0,1492,-26284,039
6078,6078,0,0,-2159,663,0,1961,-25037,-12537,14483,11599,0,426,-1030,16384,0,1492,-26284,039
6079,6079,0,0,-2159,663,0,1961,-25037,-12537,11884,6665,1,-14,-1019,16384,0,1492,-26284,039
6080,6080,0,0,-2159,663,0,1961,-25037,-12537,11884,6665,0,-14,-1019,16384,0,1492,-26284,039
6081,6081,0,0,-2159,663,0,1961,-25037,-12537,7958,1582,1,-461,-991,16384,-8422,1492,-21300,066
6082,6082,0,0,-2159,663,0,1961,-25037,-12537,7958,1582,0,-461,-991,16384,-8422,1492,-21300,066
6083,6083,0,0,-2159,663,0,1961,-25037,-12537,3076,-3279,1,-862,-957,16384,-8422,1492,-21300,066
6084,6084,0,0,-2159,663,0,1961,-25037,-12537,3076,-3279,0,-862,-957,16384,-8422,1492,-21300,066
6085,6085,0,0,-2159,663,1,1961,-25037,-12537,-2298,-7549,1,-1185,-935,16384,-8422,1492,-12093,107
6086,6086,0,0,-2159,663,1,1961,-25037,-12537,-2298,-7549,0,-1185,-935,16384,-8422,1492,-12093,107
6087,6087,0,0,-2159,663,1,1961,-25037,-12537,-7664,-10897,1,-1423,-940,16384,-8422,1492,-12093,107
6088,6088,0,0,-2159,663,1,1961,-25037,-12537,-7664,-10897,0,-1423,-940,16384,-8422,1492,-12093,107
6089,6089,0,1,-2159,663,0,1961,6611,-15678,-12542,-13065,1,-1579,-979,16351,0,1492,-936,048
6090,6090,0,0,-2159,663,0,1961,6611,-15678,-12542,-13065,0,-1579,-979,16351,0,1492,-936,048
6091,6091,0,0,-439,1030,0,1961,6611,-15678,-16534,-13889,1,-1662,-1049,16351,0,1492,-936,048
6092,6092,0,0,-439,1030,0,1961,6611,-15678,-16534,-13889,0,-1662,-1049,16351,0,1492,-936,048
6093,6093,0,0,-439,1030,0,1961,6611,-15678,-19374,-13314,1,-1682,-1139,16351,0,1492,9090,189
6094,6094,0,0,-439,1030,0,1961,6611,-15678,-19374,-13314,0,-1682,-1139,16351,0,1492,9090,189
6095,6095,0,0,-439,1030,0,1961,6611,-15678,-20956,-11394,1,-1651,-1230,16351,0,1492,9090,189
6096,6096,0,0,-439,1030,0,1961,6611,-15678,-20956,-11394,0,-1651,-1230,16351,0,1492,9090,189
6097,6097,0,0,-439,1030,0,1961,6611,-15678,-21344,-8279,1,-1577,-1299,16351,-21154,1492,14893,0fa
6098,6098,0,0,-439,1030,0,1961,6611,-15678,-21344,-8279,0,-1577,-1299,16351,-21154,1492,14893,0fa
6099,6099,0,0,-439,1030,0,1961,6611,-15678,-20756,-4202,1,-1461,-1318,16351,-21154,1492,14893,0fa
6100,6100,0,0,-439,1030,0,1961,6611,-15678,-20756,-4202,0,-1461,-1318,16351,-21154,1492,14893,0fa
6101,6101,0,0,-439,1030,1,1961,6611,-15678,-19516,551,1,-1298,-1258,16351,-21154,1624,14483,14f
6102,6102,0,0,-439,1030,1,1961,6611,-15678,-19516,551,0,-1298,-1258,16351,-21154,1624,14483,14f
6103,6103,0,0,-439,1030,1,1961,6611,-15678,-18007,5664,1,-1071,-1088,16351,-21154,1624,14483,14f
6104,6104,0,0,-439,1030,1,1961,6611,-15678,-18007,5664,0,-1071,-1088,16351,-21154,1624,14483,14f
6105,6105,0,1,-439,1030,0,1961,-1074,-19174,-16595,10809,1,-758,-787,16301,0,1624,7958,02e
6106,6106,0,0,-439,1030,0,1961,-1074,-19174,-16595,10809,0,-758,-787,16301,0,1624,7958,02e
6107,6107,0,0,6474,-7803,0,1961,-1074,-19174,-15578,15671,1,-358,-360,16301,0,1624,7958,02e
6108,6108,0,0,6474,-7803,0,1961,-1074,-19174,-15578,15671,0,-358,-360,16301,0,1624,7958,02e
6109,6109,0,0,6474,-7803,0,1961,-1074,-19174,-15131,19955,1,88,138,16301,0,1756,-2298,083
6110,6110,0,0,6474,-7803,0,1961,-1074,-19174,-15131,19955,0,88,138,16301,0,1756,-2298,083
6111,6111,0,0,6474,-7803,0,1961,-1074,-19174,-15280,23396,1,506,618,16301,0,1756,-2298,083
6112,6112,0,0,6474,-7803,0,1961,-1074,-19174,-15280,23396,0,506,618,16301,0,1756,-2298,083
6113,6113,0,0,6474,-7803,0,1961,-1074,-19174,-15902,25765,1,832,994,16301,-9116,1756,-12542,0f7
6114,6114,0,0,6474,-7803,0,1961,-1074,-19174,-15902,25765,0,832,994,16301,-9116,1756,-12542,0f7
6115,6115,0,0,6474,-7803,0,1961,-1074,-19174,-16742,26879,1,1043,1221,16301,-9116,1756,-12542,0f7
6116,6116,0,0,6474,-7803,0,1961,-1074,-19174,-16742,26879,0,1043,1221,16301,-9116,1756,-12542,0f7
6117,6117,0,0,6474,-7803,1,1961,-1074,-19174,-17466,26611,1,1147,1292,16301,-9116,2088,-19374,1fe
6118,6118,0,0,6474,-7803,1,1961,-1074,-19174,-17466,26611,0,1147,1292,16301,-9116,2088,-19374,1fe
6119,6119,0,0,6474,-7803,1,1961,-1074,-19174,-17712,24903,1,1156,1217,16301,-9116,2088,-19374,1fe
6120,6120,0,0,6474,-7803,1,1961,-1074,-19174,-17712,24903,0,1156,1217,16301,-9116,2088,-19374,1fe
6121,6121,0,1,6474,-7803,0,1961,-26266,3554,-17161,21788,1,1055,998,16348,0,2088,-21344,1a9
6122,6122,0,0,6474,-7803,0,1961,-26266,3554,-17161,21788,0,1055,998,16348,0,2088,-21344,1a9
6123,6123,0,0,-3018,4423,0,1961,-26266,3554,-15594,17402,1,820,633,16348,0,2088,-21344,1a9
6124,6124,0,0,-3018,4423,0,1961,-26266,3554,-15594,17402,0,820,633,16348,0,2088,-21344,1a9
6125,6125,0,0,-3018,4423,0,1961,-26266,3554,-12938,11998,1,443,154,16348,0,2420,-19516,027
6126,6126,0,0,-3018,4423,0,1961,-26266,3554,-12938,11998,0,443,154,16348,0,2420,-19516,027
6127,6127,0,0,-3018,4423,0,1961,-26266,3554,-9287,5941,1,-26,-359,16348,0,2420,-19516,027
6128,6128,0,0,-3018,4423,0,1961,-26266,3554,-9287,5941,0,-26,-359,16348,0,2420,-19516,027
6129,6129,0,0,-3018,4423,0,1961,-26266,3554,-4899,-302,1,-502,-797,16348,-6564,2420,-16595,039
6130,6130,0,0,-3018,4423,0,1961,-26266,3554,-4899,-302,0,-502,-797,16348,-6564,2420,-16595,039
6131,6131,0,0,-3018,4423,0,1961,-26266,3554,-166,-6203,1,-909,-1081,16348,-6564,2420,-16595,039
6132,6132,0,0,-3018,4423,0,1961,-26266,3554,-166,-6203,0,-909,-1081,16348,-6564,2420,-16595,039
6133,6133,0,0,-3018,4423,1,1961,-26266,3554,4436,-11218,1,-1222,-1189,16348,-6564,2564,-15131,1f3
6134,6134,0,0,-3018,4423,1,1961,-26266,3554,4436,-11218,0,-1222,-1189,16348,-6564,2564,-15131,1f3
6135,6135,0,0,-3018,4423,1,1961,-26266,3554,8412,-14851,1,-1450,-1139,16348,-6564,2564,-15131,1f3
6136,6136,0,0,-3018,4423,1,1961,-26266,3554,8412,-14851,0,-1450,-1139,16348,-6564,2564,-15131,1f3
6137,6137,0,1,-3018,4423,0,1961,9623,23932,11316,-16718,1,-1608,-961,16358,0,2564,-15902,0a5
6138,6138,0,0,-3018,4423,0,1961,9623,23932,11316,-16718,0,-1608,-961,16358,0,2564,-15902,0a5
6139,6139,0,0,-6855,-1154,0,1961,9623,23932,12811,-16603,1,-1692,-682,16358,0,2564,-15902,0a5
6140,6140,0,0,-6855,-1154,0,1961,9623,23932,12811,-16603,0,-1692,-682,16358,0,2564,-15902,0a5
6141,6141,0,0,-6855,-1154,0,1961,9623,23932,12719,-14505,1,-1693,-322,16358,0,2708,-17466,1f3
6142,6142,0,0,-6855,-1154,0,1961,9623,23932,12719,-14505,0,-1693,-322,16358,0,2708,-17466,1f3
6143,6143,0,0,-6855,-1154,0,1961,9623,23932,11042,-10650,1,-1608,87,16358,0,2708,-17466,1f3
6144,6144,0,0,-6855,-1154,0,1961,9623,23932,11042,-10650,0,-1608,87,16358,0,2708,-17466,1f3
6145,6145,0,0,-6855,-1154,0,1961,9623,23932,7965,-5484,1,-1448,505,16358,-28604,2708,-17161,11c
6146,6146,0,0,-6855,-1154,0,1961,9623,23932,7965,-5484,0,-1448,505,16358,-28604,2708,-17161,11c
6147,6147,0,0,-6855,-1154,0,1961,9623,23932,3822,376,1,-1236,886,16358,-28604,2708,-17161,11c
6148,6148,0,0,-6855,-1154,0,1961,9623,23932,3822,376,0,-1236,886,16358,-28604,2708,-17161,11c
6149,6149,0,0,-6855,-1154,1,1961,9623,23932,-944,6212,1,-1000,1194,16358,-28604,2812,-12938,0de
6150,6150,0,0,-6855,-1154,1,1961,9623,23932,-944,6212,0,-1000,1194,16358,-28604,2812,-12938,0de
6151,6151,0,0,-6855,-1154,1,1961,9623,23932,-5846,11298,1,-761,1421,16358,-28604,2812,-12938,0de
6152,6152,0,0,-6855,-1154,1,1961,9623,23932,-5846,11298,0,-761,1421,16358,-28604,2812,-12938,0de
6153,6153,0,1,-6855,-1154,0,1961,-3054,-8166,-10415,14994,1,-525,1574,16272,0,2812,-4899,0d2
6154,6154,0,0,-6855,-1154,0,1961,-3054,-8166,-10415,14994,0,-525,1574,16272,0,2812,-4899,0d2
6155,6155,0,0,2542,-1112,0,1961,-3054,-8166,-14263,16836,1,-287,1660,16272,0,2812,-4899,0d2
6156,6156,0,0,2542,-1112,0,1961,-3054,-8166,-14263,16836,0,-287,1660,16272,0,2812,-4899,0d2
6157,6157,0,0,2542,-1112,0,1961,-3054,-8166,-17132,16597,1,-40,1683,16272,0,2916,4436,02e
6158,6158,0,0,2542,-1112,0,1961,-3054,-8166,-17132,16597,0,-40,1683,16272,0,2916,4436,02e
6159,6159,0,0,2542,-1112,0,1961,-3054,-8166,-18922,14323,1,216,1647,16272,0,2916,4436,02e
6160,6160,0,0,2542,-1112,0,1961,-3054,-8166,-18922,14323,0,216,1647,16272,0,2916,4436,02e
6161,6161,0,0,2542,-1112,0,1961,-3054,-8166,-19695,10322,1,477,1553,16272,-19682,2916,11316,0b2
6162,6162,0,0,2542,-1112,0,1961,-3054,-8166,-19695,10322,0,477,1553,16272,-19682,2916,11316,0b2
6163,6163,0,0,2542,-1112,0,1961,-3054,-8166,-19657,5125,1,737,1397,16272,-19682,2916,11316,0b2
6164,6164,0,0,2542,-1112,0,1961,-3054,-8166,-19657,5125,0,737,1397,16272,-19682,2916,11316,0b2
6165,6165,0,0,2542,-1112,1,1961,-3054,-8166,-19109,-589,1,985,1176,16272,-19682,3364,12719,157
6166,6166,0,0,2542,-1112,1,1961,-3054,-8166,-19109,-589,0,985,1176,16272,-19682,3364,12719,157
6167,6167,0,0,2542,-1112,1,1961,-3054,-8166,-18394,-6081,1,1203,893,16272,-19682,3364,12719,157
6168,6168,0,0,2542,-1112,1,1961,-3054,-8166,-18394,-6081,0,1203,893,16272,-19682,3364,12719,157
6169,6169,0,1,2542,-1112,0,1961,-19276,1341,-17827,-10655,1,1372,557,16307,0,3364,7965,094
6170,6170,0,0,2542,-1112,0,1961,-19276,1341,-17827,-10655,0,1372,557,16307,0,3364,7965,094
6171,6171,0,0,-274,6811,0,1961,-19276,1341,-17644,-13745,1,1476,178,16307,0,3364,7965,094
6172,6172,0,0,-274,6811,0,1961,-19276,1341,-17644,-13745,0,1476,178,16307,0,3364,7965,094
6173,6173,0,0,-274,6811,0,1961,-19276,1341,-17949,-14980,1,1501,-221,16307,0,3812,-944,044
6174,6174,0,0,-274,6811,0,1961,-19276,1341,-17949,-14980,0,1501,-221,16307,0,3812,-944,044
6175,6175,0,0,-274,6811,0,1961,-19276,1341,-18696,-14227,1,1442,-605,16307,0,3812,-944,044
6176,6176,0,0,-274,6811,0,1961,-19276,1341,-18696,-14227,0,1442,-605,16307,0,3812,-944,044
6177,6177,0,0,-274,6811,0,1961,-19276,1341,-19690,-11591,1,1312,-932,16307,0,3812,-10415,092
6178,6178,0,0,-274,6811,0,1961,-19276,1341,-19690,-11591,0,1312,-932,16307,0,3812,-10415,092
6179,6179,0,0,-274,6811,0,1961,-19276,1341,-20618,-7385,1,1135,-1166,16307,0,3812,-10415,092
6180,6180,0,0,-274,6811,0,1961,-19276,1341,-20618,-7385,0,1135,-1166,16307,0,3812,-10415,092
6181,6181,0,0,-274,6811,1,1961,-19276,1341,-21099,-2074,1,936,-1283,16307,0,4120,-17132,0d5
6182,6182,0,0,-274,6811,1,1961,-19276,1341,-21099,-2074,0,936,-1283,16307,0,4120,-17132,0d5
6183,6183,0,0,-274,6811,1,1961,-19276,1341,-20757,3788,1,726,-1267,16307,0,4120,-17132,0d5
6184,6184,0,0,-274,6811,1,1961,-19276,1341,-20757,3788,0,726,-1267,16307,0,4120,-17132,0d5
6185,6185,0,1,-274,6811,0,1961,-17668,26613,-19291,9636,1,500,-1104,16384,0,4120,-19695,052
6186,6186,0,0,-274,6811,0,1961,-17668,26613,-19291,9636,0,500,-1104,16384,0,4120,-19695,052
6187,6187,0,0,-5997,-1030,0,1961,-17668,26613,-16541,14960,1,256,-790,16384,0,4120,-19695,052
6188,6188,0,0,-5997,-1030,0,1961,-17668,26613,-16541,14960,0,256,-790,16384,0,4120,-19695,052
6189,6189,0,0,-5997,-1030,0,1961,-17668,26613,-12530,19350,1,-2,-350,16384,0,4428,-19109,1b3
6190,6190,0,0,-5997,-1030,0,1961,-17668,26613,-12530,19350,0,-2,-350,16384,0,4428,-19109,1b3
6191,6191,0,0,-5997,-1030,0,1961,-17668,26613,-7487,22527,1,-260,158,16384,0,4428,-19109,1b3
6192,6192,0,0,-5997,-1030,0,1961,-17668,26613,-7487,22527,0,-260,158,16384,0,4428,-19109,1b3
6193,6193,0,0,-5997,-1030,0,1961,-17668,26613,-1829,24353,1,-503,652,16384,-20372,4428,-17827,061
6194,6194,0,0,-5997,-1030,0,1961,-17668,26613,-1829,24353,0,-503,652,16384,-20372,4428,-17827,061
6195,6195,0,0,-5997,-1030,0,1961,-17668,26613,3884,24815,1,-717,1057,16384,-20372,4428,-17827,061
6196,6196,0,0,-5997,-1030,0,1961,-17668,26613,3884,24815,0,-717,1057,16384,-20372,4428,-17827,061
6197,6197,0,0,-5997,-1030,1,1961,-17668,26613,9024,24006,1,-897,1337,16384,-20372,4428,-17949,17c
6198,6198,0,0,-5997,-1030,1,1961,-17668,26613,9024,24006,0,-897,1337,16384,-20372,4428,-17949,17c
6199,6199,0,0,-5997,-1030,1,1961,-17668,26613,12980,22096,1,-1050,1491,16384,-20372,4428,-17949,17c
6200,6200,0,0,-5997,-1030,1,1961,-17668,26613,12980,22096,0,-1050,1491,16384,-20372,4428,-17949,17c
6201,6201,0,1,-5997,-1030,0,1961,5507,-12388,15251,19294,1,-1183,1542,16304,0,4428,-19690,0b9
6202,6202,0,0,-5997,-1030,0,1961,5507,-12388,15251,19294,0,-1183,1542,16304,0,4428,-19690,0b9
6203,6203,0,0,-4141,-7022,0,1961,5507,-12388,15527,15828,1,-1294,1513,16304,0,4428,-19690,0b9
6204,6204,0,0,-4141,-7022,0,1961,5507,-12388,15527,15828,0,-1294,1513,16304,0,4428,-19690,0b9
6205,6205,0,0,-4141,-7022,0,1961,5507,-12388,13741,11918,1,-1369,1432,16304,0,4428,-21099,1e6
6206,6206,0,0,-4141,-7022,0,1961,5507,-12388,13741,11918,0,-1369,1432,16304,0,4428,-21099,1e6
6207,6207,0,0,-4141,-7022,0,1961,5507,-12388,10096,7766,1,-1397,1327,16304,0,4428,-21099,1e6
6208,6208,0,0,-4141,-7022,0,1961,5507,-12388,10096,7766,0,-1397,1327,16304,0,4428,-21099,1e6
6209,6209,0,0,-4141,-7022,0,1961,5507,-12388,5043,3550,1,-1366,1223,16304,20026,4428,-19291,1a4
6210,6210,0,0,-4141,-7022,0,1961,5507,-12388,5043,3550,0,-1366,1223,16304,20026,4428,-19291,1a4
6211,6211,0,0,-4141,-7022,0,1961,5507,-12388,-775,-576,1,-1270,1136,16304,20026,4428,-19291,1a4
6212,6212,0,0,-4141,-7022,0,1961,5507,-12388,-775,-576,0,-1270,1136,16304,20026,4428,-19291,1a4
6213,6213,0,0,-4141,-7022,1,1961,5507,-12388,-6606,-4481,1,-1109,1075,16304,20026,4748,-12530,196
6214,6214,0,0,-4141,-7022,1,1961,5507,-12388,-6606,-4481,0,-1109,1075,16304,20026,4748,-12530,196
6215,6215,0,0,-4141,-7022,1,1961,5507,-12388,-11693,-8053,1,-889,1043,16304,20026,4748,-12530,196
6216,6216,0,0,-4141,-7022,1,1961,5507,-12388,-11693,-8053,0,-889,1043,16304,20026,4748,-12530,196
