Sample in Buffer,Sample in Window,TRIGGER,yq[17:0],yi[17:0],fifo3_data_Q[15:0],fifo3_data_I[15:0],adc_valid,adc_data_q1[11:0],adc_data_i1[11:0],w[15:0],e[15:0],u[15:0],yqk[17:0],yik[17:0],<const0>_1,<const0>_2,<const0>_3,<const0>_4,<const0>_5,<const0>_6,<const0>_7,<const0>_8,<const0>_9,<const0>_10,<const0>_11,<const0>_12,<const0>_13,<const0>_14,<const0>_15,<const0>_16,<const0>_17,<const0>_18,<const0>_19,<const0>_20,<const0>_21,<const0>_22,<const0>_23,<const0>_24,<const0>_25,<const0>_26,<const0>_27,<const0>_28,<const0>_29,<const0>_30,<const0>_31,<const0>_32,<const0>_33,<const0>_34,<const0>_35,<const0>_36,<const0>_37,<const0>_38,<const0>
Radix - UNSIGNED,UNSIGNED,UNSIGNED,SIGNED,SIGNED,SIGNED,SIGNED,HEX,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
13588,13588,0,-10466,-9215,13339,-15735,0,1455,985,16279,-22324,4898,-14534,16624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13589,13589,0,-10466,-9215,13339,-15735,1,1556,648,16279,-22324,4898,-14534,16624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13590,13590,0,-10466,-9215,9136,-18084,0,1556,648,16279,-22324,5318,-15547,23629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13591,13591,0,-10466,-9215,9136,-18084,1,1543,258,16279,-22324,5318,-15547,23629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13592,13592,0,-10466,-9215,9136,-18084,0,1543,258,16279,-22324,5318,-15547,23629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13593,13593,0,-10466,-9215,9136,-18084,1,1423,-157,16279,-22324,5318,-15547,23629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13594,13594,0,-15891,6117,-423,-17464,0,1423,-157,16296,0,5318,-17685,25685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13595,13595,0,-15891,6117,-423,-17464,1,1226,-554,16296,0,5318,-17685,25685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13596,13596,0,-15891,6117,-423,-17464,0,1226,-554,16296,0,5318,-17685,25685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13597,13597,0,-15891,6117,-423,-17464,1,1005,-883,16296,0,5318,-17685,25685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13598,13598,0,-15891,6117,-10846,-15536,0,1005,-883,16296,0,5738,-18169,22810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13599,13599,0,-15891,6117,-10846,-15536,1,819,-1104,16296,0,5738,-18169,22810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13600,13600,0,-15891,6117,-10846,-15536,0,819,-1104,16296,0,5738,-18169,22810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13601,13601,0,-15891,6117,-10846,-15536,1,711,-1202,16296,0,5738,-18169,22810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13602,13602,0,-15891,6117,-17098,-14245,0,711,-1202,16296,0,5738,-14522,16013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13603,13603,0,-15891,6117,-17098,-14245,1,702,-1174,16296,0,5738,-14522,16013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13604,13604,0,-15891,6117,-17098,-14245,0,702,-1174,16296,0,5738,-14522,16013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13605,13605,0,-15891,6117,-17098,-14245,1,795,-1026,16296,0,5738,-14522,16013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13606,13606,0,-15891,6117,-16124,-14681,0,795,-1026,16296,0,6090,-6398,6842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13607,13607,0,-15891,6117,-16124,-14681,1,972,-769,16296,0,6090,-6398,6842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13608,13608,0,-15891,6117,-16124,-14681,0,972,-769,16296,0,6090,-6398,6842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13609,13609,0,-15891,6117,-16124,-14681,1,1193,-433,16296,0,6090,-6398,6842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13610,13610,0,-18169,22810,-8332,-16410,0,1193,-433,16384,0,6090,3884,-2987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13611,13611,0,-18169,22810,-8332,-16410,1,1399,-61,16384,0,6090,3884,-2987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13612,13612,0,-18169,22810,-8332,-16410,0,1399,-61,16384,0,6090,3884,-2987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13613,13613,0,-18169,22810,-8332,-16410,1,1533,303,16384,0,6090,3884,-2987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13614,13614,0,-18169,22810,2805,-17697,0,1533,303,16384,0,6442,11749,-11266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13615,13615,0,-18169,22810,2805,-17697,1,1560,638,16384,0,6442,11749,-11266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13616,13616,0,-18169,22810,2805,-17697,0,1560,638,16384,0,6442,11749,-11266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13617,13617,0,-18169,22810,2805,-17697,1,1464,938,16384,0,6442,11749,-11266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13618,13618,0,-18169,22810,12765,-16529,0,1464,938,16384,-8516,6442,13503,-16614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13619,13619,0,-18169,22810,12765,-16529,1,1241,1203,16384,-8516,6442,13503,-16614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13620,13620,0,-18169,22810,12765,-16529,0,1241,1203,16384,-8516,6442,13503,-16614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13621,13621,0,-18169,22810,12765,-16529,1,897,1419,16384,-8516,6442,13503,-16614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13622,13622,0,-18169,22810,18399,-11824,0,897,1419,16384,-8516,6442,7910,-18285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13623,13623,0,-18169,22810,18399,-11824,1,457,1567,16384,-8516,6442,7910,-18285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13624,13624,0,-18169,22810,18399,-11824,0,457,1567,16384,-8516,6442,7910,-18285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13625,13625,0,-18169,22810,18399,-11824,1,-33,1626,16384,-8516,6442,7910,-18285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13626,13626,0,11749,-11266,19385,-4063,0,-33,1626,16350,0,6442,-2611,-17157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13627,13627,0,11749,-11266,19385,-4063,1,-507,1595,16350,0,6442,-2611,-17157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13628,13628,0,11749,-11266,19385,-4063,0,-507,1595,16350,0,6442,-2611,-17157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13629,13629,0,11749,-11266,19385,-4063,1,-904,1489,16350,0,6442,-2611,-17157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13630,13630,0,11749,-11266,17926,4979,0,-904,1489,16350,0,6442,-12871,-15118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13631,13631,0,11749,-11266,17926,4979,1,-1175,1334,16350,0,6442,-12871,-15118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13632,13632,0,11749,-11266,17926,4979,0,-1175,1334,16350,0,6442,-12871,-15118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13633,13633,0,11749,-11266,17926,4979,1,-1291,1151,16350,0,6442,-12871,-15118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13634,13634,0,11749,-11266,16964,13115,0,-1291,1151,16350,-16942,6442,-18017,-14093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13635,13635,0,11749,-11266,16964,13115,1,-1238,942,16350,-16942,6442,-18017,-14093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13636,13636,0,11749,-11266,16964,13115,0,-1238,942,16350,-16942,6442,-18017,-14093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13637,13637,0,11749,-11266,16964,13115,1,-1005,690,16350,-16942,6442,-18017,-14093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13638,13638,0,11749,-11266,18068,18631,0,-1005,690,16350,-16942,6578,-15396,-14954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13639,13639,0,11749,-11266,18068,18631,1,-601,382,16350,-16942,6578,-15396,-14954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13640,13640,0,11749,-11266,18068,18631,0,-601,382,16350,-16942,6578,-15396,-14954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13641,13641,0,11749,-11266,18068,18631,1,-81,27,16350,-16942,6578,-15396,-14954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13642,13642,0,-12871,-15118,20318,20688,0,-81,27,16317,0,6578,-6315,-16893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13643,13643,0,-12871,-15118,20318,20688,1,451,-332,16317,0,6578,-6315,-16893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13644,13644,0,-12871,-15118,20318,20688,0,451,-332,16317,0,6578,-6315,-16893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13645,13645,0,-12871,-15118,20318,20688,1,884,-648,16317,0,6578,-6315,-16893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13646,13646,0,-12871,-15118,20908,19221,0,884,-648,16317,0,6714,5197,-17942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13647,13647,0,-12871,-15118,20908,19221,1,1152,-897,16317,0,6714,5197,-17942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13648,13648,0,-12871,-15118,20908,19221,0,1152,-897,16317,0,6714,5197,-17942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13649,13649,0,-12871,-15118,20908,19221,1,1240,-1086,16317,0,6714,5197,-17942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13650,13650,0,-12871,-15118,17078,14662,0,1240,-1086,16317,-23118,6714,14580,-16125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13651,13651,0,-12871,-15118,17078,14662,1,1156,-1234,16317,-23118,6714,14580,-16125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13652,13652,0,-12871,-15118,17078,14662,0,1156,-1234,16317,-23118,6714,14580,-16125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13653,13653,0,-12871,-15118,17078,14662,1,911,-1346,16317,-23118,6714,14580,-16125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13654,13654,0,-12871,-15118,8175,7807,0,911,-1346,16317,-23118,6982,19152,-10642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13655,13655,0,-12871,-15118,8175,7807,1,525,-1405,16317,-23118,6982,19152,-10642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13656,13656,0,-12871,-15118,8175,7807,0,525,-1405,16317,-23118,6982,19152,-10642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13657,13657,0,-12871,-15118,8175,7807,1,43,-1392,16317,-23118,6982,19152,-10642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13658,13658,0,5197,-17942,-3452,-161,0,43,-1392,16293,0,6982,19247,-2279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13659,13659,0,5197,-17942,-3452,-161,1,-468,-1306,16293,0,6982,19247,-2279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13660,13660,0,5197,-17942,-3452,-161,0,-468,-1306,16293,0,6982,19247,-2279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13661,13661,0,5197,-17942,-3452,-161,1,-927,-1169,16293,0,6982,19247,-2279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13662,13662,0,5197,-17942,-13370,-7716,0,-927,-1169,16293,0,7250,17526,6894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13663,13663,0,5197,-17942,-13370,-7716,1,-1265,-1024,16293,0,7250,17526,6894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13664,13664,0,5197,-17942,-13370,-7716,0,-1265,-1024,16293,0,7250,17526,6894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13665,13665,0,5197,-17942,-13370,-7716,1,-1444,-907,16293,0,7250,17526,6894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13666,13666,0,5197,-17942,-17341,-13350,0,-1444,-907,16293,-10236,7250,16928,14740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13667,13667,0,5197,-17942,-17341,-13350,1,-1461,-841,16293,-10236,7250,16928,14740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13668,13668,0,5197,-17942,-17341,-13350,0,-1461,-841,16293,-10236,7250,16928,14740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13669,13669,0,5197,-17942,-17341,-13350,1,-1320,-832,16293,-10236,7250,16928,14740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13670,13670,0,5197,-17942,-13656,-16223,0,-1320,-832,16293,-10236,7614,18570,19621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13671,13671,0,5197,-17942,-13656,-16223,1,-1029,-875,16293,-10236,7614,18570,19621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13672,13672,0,5197,-17942,-13656,-16223,0,-1029,-875,16293,-10236,7614,18570,19621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13673,13673,0,5197,-17942,-13656,-16223,1,-612,-956,16293,-10236,7614,18570,19621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13674,13674,0,17526,6894,-4181,-16687,0,-612,-956,16344,0,7614,20952,20929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13675,13675,0,17526,6894,-4181,-16687,1,-126,-1053,16344,0,7614,20952,20929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13676,13676,0,17526,6894,-4181,-16687,0,-126,-1053,16344,0,7614,20952,20929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13677,13677,0,17526,6894,-4181,-16687,1,351,-1142,16344,0,7614,20952,20929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13678,13678,0,17526,6894,6489,-16189,0,351,-1142,16344,0,7978,20887,18700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13679,13679,0,17526,6894,6489,-16189,1,752,-1203,16344,0,7978,20887,18700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13680,13680,0,17526,6894,6489,-16189,0,752,-1203,16344,0,7978,20887,18700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13681,13681,0,17526,6894,6489,-16189,1,1048,-1231,16344,0,7978,20887,18700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13682,13682,0,17526,6894,13275,-16384,0,1048,-1231,16344,0,7978,15779,13438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13683,13683,0,17526,6894,13275,-16384,1,1236,-1228,16344,0,7978,15779,13438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13684,13684,0,17526,6894,13275,-16384,0,1236,-1228,16344,0,7978,15779,13438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13685,13685,0,17526,6894,13275,-16384,1,1329,-1198,16344,0,7978,15779,13438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13686,13686,0,17526,6894,13031,-17944,0,1329,-1198,16344,0,8138,5688,6103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13687,13687,0,17526,6894,13031,-17944,1,1343,-1150,16344,0,8138,5688,6103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13688,13688,0,17526,6894,13031,-17944,0,1343,-1150,16344,0,8138,5688,6103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13689,13689,0,17526,6894,13031,-17944,1,1291,-1090,16344,0,8138,5688,6103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13690,13690,0,20887,18700,5874,-19847,0,1291,-1090,16384,0,8138,-6440,-2126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13691,13691,0,20887,18700,5874,-19847,1,1196,-1028,16384,0,8138,-6440,-2126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13692,13692,0,20887,18700,5874,-19847,0,1196,-1028,16384,0,8138,-6440,-2126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13693,13693,0,20887,18700,5874,-19847,1,1085,-978,16384,0,8138,-6440,-2126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13694,13694,0,20887,18700,-5183,-19774,0,1085,-978,16384,0,8298,-15507,-9443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
